Application Date,Decision Date,Visa Type,Applicant Nationality,Processing Center,Season,Application Complexity,Document Completeness,Expedited Request,Processing Time (Days),Visa Status
2024-10-07,2024-11-22,Tourist,Germany,Paris,Peak,1.0,,,46,Approved
2024-11-07,2025-01-19,Work,Australia,Sydney,Peak,0.0,0.0,1.0,73,Approved
2024-10-31,2025-01-12,Work,Australia,Mumbai,Peak,0.0,1.0,0.0,73,Approved
2024-06-17,2024-09-02,Work,UK,Paris,Peak,0.0,0.0,1.0,77,Denied
2024-08-04,2024-10-01,Work,UK,Berlin,Off-Peak,0.0,1.0,0.0,58,Denied
2024-08-09,2024-09-26,Student,India,Paris,Peak,1.0,,1.0,48,Approved
2024-12-05,2025-02-16,Work,Australia,Beijing,Peak,0.0,1.0,0.0,73,Approved
2024-05-07,2024-07-08,Work,UK,Beijing,Peak,0.0,1.0,1.0,62,Approved
2024-08-23,2024-11-14,Work,Germany,Beijing,Peak,0.0,0.0,1.0,83,Approved
2024-03-30,2024-06-25,Work,Germany,Berlin,Peak,,0.0,1.0,87,Denied
2024-12-12,2025-02-20,Student,China,Beijing,Peak,0.0,0.0,,70,Approved
2024-11-03,2025-01-05,Student,India,Mumbai,Peak,0.0,0.0,1.0,63,Approved
2024-08-22,2024-10-25,Student,Australia,Paris,Off-Peak,1.0,0.0,0.0,64,Approved
2024-02-02,2024-04-18,Work,China,Sydney,Off-Peak,1.0,,0.0,76,Approved
2024-08-27,2024-10-10,Student,India,Mumbai,Off-Peak,0.0,1.0,0.0,44,Approved
2024-03-24,2024-06-17,Work,France,Beijing,Peak,1.0,1.0,0.0,85,Approved
2024-12-17,2025-02-08,Business,Australia,Beijing,Peak,,1.0,0.0,53,Approved
2024-12-01,2025-01-09,Business,Brazil,London,Peak,1.0,1.0,1.0,39,Approved
2024-07-23,2024-09-22,Work,France,Beijing,Off-Peak,0.0,1.0,0.0,61,Approved
2024-09-18,2024-09-28,Tourist,UK,Sydney,Off-Peak,0.0,1.0,0.0,10,Denied
2024-10-06,2024-12-07,Business,Brazil,London,Off-Peak,1.0,,0.0,62,Approved
2024-07-07,2024-08-10,Business,USA,Sydney,Off-Peak,1.0,1.0,0.0,34,Approved
2024-04-22,2024-06-16,Student,France,Mumbai,Off-Peak,1.0,1.0,0.0,55,Approved
2024-11-08,2024-12-25,Student,USA,London,Off-Peak,1.0,1.0,0.0,47,Approved
2024-09-17,2024-12-06,Work,Brazil,Mumbai,Peak,,1.0,,80,Approved
2024-03-08,2024-04-18,Business,USA,London,Off-Peak,1.0,0.0,1.0,41,Denied
2024-12-29,2025-03-09,Student,India,Paris,Off-Peak,1.0,0.0,0.0,70,Denied
2024-03-06,2024-05-07,Business,China,Beijing,Peak,0.0,0.0,,62,Denied
2024-11-19,2025-01-24,Student,UK,Mumbai,Peak,1.0,1.0,0.0,66,Approved
2024-04-20,2024-06-03,Business,USA,Sydney,Off-Peak,1.0,0.0,1.0,44,Approved
2024-06-01,2024-07-12,Tourist,France,Beijing,Peak,1.0,1.0,0.0,41,Approved
2024-04-08,2024-05-01,Student,France,Mumbai,Off-Peak,0.0,1.0,1.0,23,Approved
2024-09-30,2024-12-28,Work,USA,Sydney,Peak,0.0,0.0,,89,Approved
2024-04-17,2024-05-22,Tourist,France,Paris,Peak,1.0,1.0,0.0,35,Denied
2024-08-13,2024-10-16,Work,India,Delhi,Peak,,,1.0,64,Approved
2024-03-19,2024-06-10,Work,China,Delhi,Peak,1.0,1.0,1.0,83,Approved
2024-08-27,2024-09-03,Tourist,France,Berlin,Peak,0.0,1.0,1.0,7,Approved
2024-01-19,2024-03-02,Business,China,Mumbai,Peak,0.0,1.0,0.0,43,Approved
2024-06-11,2024-08-13,Business,UK,London,Peak,1.0,,0.0,63,Approved
2024-05-04,2024-06-21,Work,India,Paris,Off-Peak,0.0,1.0,,48,Approved
2024-06-13,2024-07-14,Business,France,London,Peak,0.0,1.0,0.0,31,Denied
2024-08-02,2024-10-24,Work,USA,Berlin,Peak,0.0,0.0,0.0,83,Approved
2024-12-21,2025-01-31,Student,France,Paris,Peak,1.0,1.0,1.0,41,Approved
2024-07-17,2024-10-13,Work,India,Delhi,Off-Peak,0.0,0.0,0.0,88,Approved
2024-12-19,2025-02-19,Business,India,Sydney,Off-Peak,1.0,,0.0,62,Approved
2024-06-05,2024-08-16,Work,India,Sydney,Peak,0.0,1.0,0.0,72,Approved
2024-11-26,2024-12-29,Student,USA,London,Off-Peak,0.0,1.0,0.0,33,Approved
2024-11-18,2025-02-06,Student,Australia,Beijing,Peak,1.0,0.0,0.0,80,Approved
2024-10-30,2024-11-23,Business,Germany,London,Off-Peak,0.0,,1.0,24,Approved
2024-10-03,2025-01-02,Work,Brazil,Paris,Peak,0.0,0.0,0.0,91,Approved
2024-01-13,2024-04-03,Work,India,Sydney,Off-Peak,0.0,0.0,0.0,81,Approved
2024-11-29,2025-01-15,Student,Brazil,Berlin,Peak,0.0,1.0,0.0,47,Approved
2024-08-14,2024-11-22,Work,India,Mumbai,Peak,0.0,0.0,0.0,100,Denied
2024-11-13,2024-12-23,Tourist,Germany,Beijing,Peak,,1.0,0.0,40,Approved
2024-04-09,2024-06-13,Work,USA,Beijing,Off-Peak,0.0,1.0,0.0,65,Approved
2024-03-11,2024-05-25,Work,UK,Mumbai,Peak,1.0,1.0,1.0,75,Approved
2024-08-02,2024-08-30,Tourist,UK,Berlin,Off-Peak,0.0,0.0,0.0,28,Approved
2024-03-07,2024-05-14,Student,Australia,Mumbai,Peak,0.0,0.0,0.0,68,Approved
2024-08-19,2024-09-26,Business,China,London,Peak,1.0,1.0,1.0,38,Denied
2024-03-26,2024-04-17,Business,India,London,Off-Peak,0.0,1.0,0.0,22,Approved
2024-06-10,2024-07-30,Student,China,London,Peak,,1.0,1.0,50,Denied
2024-01-24,2024-03-03,Business,USA,Paris,Peak,0.0,0.0,1.0,39,Approved
2024-09-17,2024-11-10,Student,Germany,Berlin,Off-Peak,1.0,0.0,1.0,54,Approved
2024-01-27,2024-03-07,Tourist,UK,Sydney,Peak,0.0,0.0,0.0,40,Approved
2024-02-18,2024-04-09,Business,France,Mumbai,Peak,1.0,1.0,0.0,51,Approved
2024-06-13,2024-08-10,Student,India,Berlin,Off-Peak,0.0,0.0,,58,Approved
2024-07-28,2024-09-02,Student,USA,Sydney,Off-Peak,1.0,,,36,Approved
2024-11-17,2025-01-16,Student,Australia,Mumbai,Off-Peak,0.0,0.0,0.0,60,Approved
2024-07-12,2024-09-26,Student,Germany,Paris,Peak,1.0,0.0,0.0,76,Approved
2024-09-29,2024-12-11,Work,China,Paris,Off-Peak,1.0,1.0,0.0,73,Approved
2024-01-10,2024-02-05,Business,USA,Mumbai,Peak,,1.0,1.0,26,Approved
2024-12-28,2025-01-29,Student,UK,Berlin,Off-Peak,0.0,1.0,0.0,32,Approved
2024-02-14,2024-04-15,Business,Brazil,Sydney,Off-Peak,1.0,0.0,0.0,61,Denied
2024-01-20,2024-03-24,Student,Australia,London,Peak,0.0,0.0,0.0,64,Approved
2024-09-22,2024-11-29,Student,Brazil,London,Off-Peak,1.0,0.0,0.0,68,Approved
2024-02-11,2024-04-03,Business,Germany,Paris,Peak,1.0,0.0,1.0,52,Approved
2024-04-02,2024-06-02,Student,Germany,Delhi,Peak,1.0,1.0,0.0,61,Approved
2024-12-10,2025-02-03,Student,France,Paris,Off-Peak,1.0,0.0,1.0,55,Denied
2024-02-02,2024-04-09,Student,China,Berlin,Peak,0.0,0.0,0.0,67,Approved
2024-10-30,2025-02-01,Work,India,Beijing,Peak,1.0,1.0,0.0,94,Approved
2024-07-18,2024-08-05,Tourist,USA,Berlin,Peak,0.0,1.0,0.0,18,Approved
2024-09-12,2024-10-17,Business,UK,Delhi,Off-Peak,,0.0,1.0,35,Approved
2024-02-24,2024-04-12,Student,USA,Beijing,Peak,0.0,1.0,,48,Approved
2024-04-18,2024-05-20,Tourist,China,Paris,Peak,1.0,1.0,1.0,32,Approved
2024-01-11,2024-02-29,Business,Australia,Mumbai,Off-Peak,0.0,0.0,,49,Denied
2024-06-03,2024-07-29,Tourist,Brazil,Beijing,Peak,1.0,0.0,1.0,56,Approved
2024-01-31,2024-02-23,Business,France,Delhi,Off-Peak,0.0,,0.0,23,Approved
2024-11-27,2025-01-04,Tourist,Germany,Paris,Peak,0.0,0.0,0.0,38,Approved
2024-01-03,2024-03-08,Student,France,Beijing,Peak,1.0,1.0,0.0,65,Approved
2024-01-16,2024-03-17,Student,Germany,London,Peak,0.0,0.0,0.0,61,Approved
2024-09-30,2024-10-30,Business,France,London,Off-Peak,,0.0,1.0,30,Approved
2024-07-25,2024-10-12,Work,Germany,Berlin,Off-Peak,0.0,0.0,0.0,79,Approved
2024-11-03,2024-12-22,Business,India,Delhi,Off-Peak,1.0,1.0,0.0,49,Approved
2024-01-13,2024-01-28,Business,China,London,Off-Peak,0.0,1.0,1.0,15,Approved
2024-11-20,2024-12-18,Tourist,Brazil,Sydney,Peak,,1.0,0.0,28,Approved
2024-09-21,2024-11-21,Business,USA,Beijing,Peak,1.0,,1.0,61,Approved
2024-02-11,2024-04-14,Work,USA,Beijing,Peak,0.0,1.0,1.0,63,Approved
2024-06-22,2024-09-11,Work,UK,Paris,Peak,1.0,1.0,0.0,81,Approved
2024-12-11,2025-02-04,Work,Australia,Berlin,Off-Peak,0.0,1.0,0.0,55,Approved
2024-10-27,2025-01-16,Student,USA,Mumbai,Peak,1.0,,0.0,81,Approved
2024-07-16,2024-08-31,Tourist,France,London,Off-Peak,1.0,0.0,0.0,46,Approved
2024-01-16,2024-03-06,Tourist,China,London,Peak,1.0,0.0,1.0,50,Approved
2024-04-28,2024-05-24,Business,USA,Delhi,Off-Peak,0.0,,0.0,26,Approved
2024-10-06,2024-11-16,Student,India,Berlin,Off-Peak,0.0,0.0,1.0,41,Approved
2024-03-24,2024-04-16,Business,USA,Mumbai,Peak,0.0,1.0,1.0,23,Denied
2024-06-20,2024-08-10,Work,India,London,Off-Peak,0.0,1.0,1.0,51,Approved
2024-10-14,2025-01-05,Student,Germany,Beijing,Peak,1.0,0.0,0.0,83,Approved
2024-05-29,2024-08-08,Work,Brazil,Paris,Peak,0.0,1.0,0.0,71,Approved
2024-12-02,2025-02-23,Student,Australia,Mumbai,Peak,1.0,,0.0,83,Denied
2024-01-23,2024-04-11,Work,Germany,Delhi,Peak,0.0,0.0,,79,Denied
2024-07-14,2024-08-13,Tourist,USA,Berlin,Peak,0.0,0.0,1.0,30,Approved
2024-05-05,2024-05-22,Tourist,Germany,Berlin,Off-Peak,0.0,0.0,1.0,17,Approved
2024-05-24,2024-06-12,Tourist,UK,Delhi,Peak,0.0,1.0,1.0,19,Approved
2024-10-04,2024-11-02,Tourist,Germany,Paris,Peak,0.0,0.0,1.0,29,Denied
2024-03-19,2024-04-29,Student,India,Delhi,Off-Peak,0.0,1.0,0.0,41,Approved
2024-05-13,2024-06-28,Tourist,Germany,Mumbai,Peak,0.0,,0.0,46,Approved
2024-05-11,2024-06-30,Work,Australia,Mumbai,Off-Peak,0.0,1.0,1.0,50,Approved
2024-11-15,2024-12-19,Student,USA,Sydney,Off-Peak,1.0,1.0,,34,Approved
2024-08-07,2024-10-01,Business,Brazil,Paris,Peak,1.0,0.0,1.0,55,Approved
2024-05-05,2024-06-07,Student,UK,Paris,Off-Peak,0.0,1.0,0.0,33,Approved
2024-04-25,2024-06-01,Tourist,Germany,Delhi,Peak,0.0,0.0,1.0,37,Approved
2024-10-18,2024-11-21,Tourist,Brazil,Delhi,Peak,,,0.0,34,Approved
2024-10-23,2024-12-01,Business,Germany,Berlin,Off-Peak,0.0,,0.0,39,Approved
2024-05-21,2024-08-21,Work,France,Berlin,Peak,,0.0,1.0,92,Approved
2024-06-10,2024-08-10,Student,Germany,Sydney,Peak,0.0,0.0,0.0,61,Approved
2024-05-02,2024-06-19,Business,China,Delhi,Off-Peak,1.0,1.0,,48,Approved
2024-08-14,2024-09-27,Student,Germany,Mumbai,Off-Peak,,,1.0,44,Approved
2024-04-12,2024-05-21,Business,USA,Beijing,Peak,1.0,1.0,1.0,39,Denied
2024-03-14,2024-05-16,Work,India,Mumbai,Peak,0.0,1.0,1.0,63,Approved
2024-07-17,2024-09-04,Student,USA,London,Off-Peak,1.0,1.0,0.0,49,Approved
2024-12-04,2024-12-16,Tourist,France,Berlin,Off-Peak,0.0,1.0,0.0,12,Approved
2024-08-19,2024-10-15,Student,China,Delhi,Peak,1.0,1.0,1.0,57,Approved
2024-01-05,2024-02-19,Business,France,Beijing,Off-Peak,,0.0,0.0,45,Approved
2024-06-30,2024-08-20,Business,India,London,Peak,0.0,0.0,0.0,51,Denied
2024-05-15,2024-08-01,Student,India,Delhi,Peak,1.0,0.0,1.0,78,Approved
2024-06-28,2024-08-22,Student,Germany,Beijing,Peak,0.0,0.0,1.0,55,Approved
2024-05-29,2024-07-14,Student,Australia,Berlin,Peak,1.0,1.0,1.0,46,Approved
2024-07-07,2024-09-08,Tourist,China,Paris,Peak,1.0,0.0,0.0,63,Approved
2024-02-10,2024-03-15,Tourist,Brazil,Paris,Off-Peak,1.0,1.0,0.0,34,Approved
2024-07-31,2024-09-12,Business,Australia,London,Off-Peak,,0.0,,43,Approved
2024-03-02,2024-04-02,Student,France,Sydney,Off-Peak,1.0,1.0,1.0,31,Denied
2024-02-01,2024-02-12,Tourist,Brazil,Berlin,Peak,0.0,1.0,1.0,11,Approved
2024-03-03,2024-03-26,Tourist,USA,Paris,Peak,1.0,1.0,1.0,23,Approved
2024-05-19,2024-06-21,Student,France,Mumbai,Peak,0.0,1.0,1.0,33,Approved
2024-03-10,2024-05-20,Work,USA,London,Off-Peak,1.0,1.0,0.0,71,Approved
2024-11-06,2024-12-30,Tourist,Australia,Berlin,Peak,,0.0,0.0,54,Approved
2024-01-07,2024-03-28,Work,UK,Delhi,Peak,0.0,0.0,1.0,81,Approved
2024-01-17,2024-02-26,Business,Germany,Paris,Peak,,0.0,1.0,40,Approved
2024-07-07,2024-07-31,Business,China,Berlin,Peak,0.0,,1.0,24,Approved
2024-02-11,2024-03-28,Student,China,Beijing,Off-Peak,,1.0,0.0,46,Approved
2024-09-24,2025-01-12,Work,Germany,Mumbai,Peak,1.0,0.0,0.0,110,Denied
2024-05-12,2024-06-28,Tourist,China,Delhi,Off-Peak,1.0,0.0,1.0,47,Approved
2024-01-30,2024-02-26,Tourist,UK,Paris,Off-Peak,1.0,1.0,0.0,27,Approved
2024-10-31,2025-02-02,Work,India,Delhi,Peak,1.0,1.0,0.0,94,Approved
2024-11-07,2025-01-06,Business,Germany,Mumbai,Off-Peak,1.0,0.0,0.0,60,Approved
2024-12-30,2025-02-12,Student,India,London,Peak,0.0,1.0,0.0,44,Denied
2024-12-08,2025-01-23,Student,USA,Sydney,Peak,0.0,0.0,1.0,46,Approved
2024-01-31,2024-03-04,Tourist,Germany,Mumbai,Peak,0.0,0.0,1.0,33,Approved
2024-08-17,2024-09-07,Student,India,Sydney,Off-Peak,0.0,1.0,1.0,21,Approved
2024-04-02,2024-05-23,Business,Brazil,Sydney,Peak,0.0,0.0,0.0,51,Approved
2024-02-29,2024-04-18,Student,USA,Beijing,Peak,0.0,1.0,0.0,49,Approved
2024-03-23,2024-05-27,Work,Australia,Mumbai,Off-Peak,,1.0,1.0,65,Approved
2024-06-12,2024-09-12,Work,China,Delhi,Off-Peak,1.0,0.0,1.0,92,Approved
2024-01-18,2024-03-19,Tourist,Australia,Mumbai,Peak,1.0,0.0,0.0,61,Approved
2024-08-30,2024-11-14,Work,India,Beijing,Peak,0.0,1.0,0.0,76,Approved
2024-03-20,2024-05-18,Work,India,Delhi,Off-Peak,0.0,1.0,1.0,59,Approved
2024-02-29,2024-03-20,Business,France,Sydney,Peak,,1.0,,20,Denied
2024-04-09,2024-06-12,Work,Australia,London,Off-Peak,0.0,0.0,1.0,64,Approved
2024-08-01,2024-11-12,Work,Brazil,Berlin,Peak,1.0,0.0,0.0,103,Denied
2024-07-21,2024-07-24,Tourist,UK,Beijing,Off-Peak,0.0,1.0,1.0,3,Approved
2024-06-26,2024-07-23,Business,USA,Beijing,Peak,0.0,1.0,1.0,27,Approved
2024-09-07,2024-10-23,Business,China,Berlin,Peak,1.0,1.0,0.0,46,Approved
2024-06-07,2024-08-11,Tourist,Brazil,Delhi,Peak,1.0,0.0,0.0,65,Approved
2024-01-08,2024-02-23,Student,France,Delhi,Peak,0.0,1.0,0.0,46,Approved
2024-11-13,2025-02-13,Work,Australia,London,Peak,1.0,0.0,1.0,92,Approved
2024-10-03,2025-01-05,Work,Brazil,London,Peak,1.0,0.0,1.0,94,Denied
2024-03-22,2024-05-24,Student,France,Delhi,Peak,1.0,1.0,0.0,63,Approved
2024-03-21,2024-04-27,Student,India,London,Peak,0.0,1.0,1.0,37,Approved
2024-08-04,2024-08-07,Tourist,China,Sydney,Off-Peak,0.0,1.0,1.0,3,Approved
2024-04-18,2024-06-11,Student,France,Paris,Peak,1.0,,0.0,54,Approved
2024-10-03,2024-11-06,Business,Brazil,Delhi,Off-Peak,0.0,1.0,0.0,34,Approved
2024-10-10,2024-11-30,Tourist,Brazil,Delhi,Peak,0.0,0.0,0.0,51,Denied
2024-03-03,2024-04-03,Business,USA,Mumbai,Off-Peak,0.0,0.0,1.0,31,Approved
2024-10-21,2024-12-08,Business,USA,Mumbai,Peak,1.0,1.0,0.0,48,Approved
2024-01-14,2024-03-24,Student,China,Paris,Peak,1.0,0.0,1.0,70,Denied
2024-02-15,2024-03-23,Business,USA,Beijing,Peak,1.0,1.0,1.0,37,Approved
2024-02-12,2024-04-12,Student,China,Paris,Peak,1.0,1.0,0.0,60,Approved
2024-04-02,2024-05-06,Business,UK,Sydney,Peak,1.0,1.0,1.0,34,Approved
2024-10-19,2024-11-05,Business,UK,Sydney,Off-Peak,0.0,,0.0,17,Denied
2024-06-18,2024-07-30,Business,Australia,Berlin,Peak,1.0,1.0,,42,Approved
2024-03-08,2024-04-12,Tourist,UK,Beijing,Peak,0.0,0.0,1.0,35,Approved
2024-02-15,2024-03-30,Tourist,Germany,Berlin,Peak,1.0,0.0,1.0,44,Denied
2024-05-17,2024-07-13,Student,Australia,Sydney,Off-Peak,1.0,,1.0,57,Approved
2024-01-16,2024-04-24,Work,China,Delhi,Peak,0.0,0.0,0.0,99,Approved
2024-07-26,2024-09-03,Tourist,Germany,Delhi,Off-Peak,1.0,0.0,1.0,39,Approved
2024-10-06,2024-11-14,Tourist,China,Delhi,Off-Peak,1.0,1.0,0.0,39,Approved
2024-04-30,2024-06-13,Business,Australia,Sydney,Off-Peak,1.0,0.0,1.0,44,Denied
2024-06-15,2024-08-28,Work,Brazil,Berlin,Peak,0.0,1.0,,74,Approved
2024-08-18,2024-09-23,Business,UK,Berlin,Off-Peak,,1.0,,36,Approved
2024-06-12,2024-08-02,Student,Australia,London,Off-Peak,0.0,0.0,0.0,51,Approved
2024-05-16,2024-06-23,Student,Australia,Berlin,Peak,0.0,1.0,0.0,38,Approved
2024-10-12,2025-01-10,Work,Australia,Sydney,Peak,1.0,,,90,Denied
2024-10-11,2024-10-20,Tourist,China,Mumbai,Off-Peak,0.0,1.0,1.0,9,Denied
2024-03-02,2024-06-05,Work,China,Berlin,Off-Peak,1.0,0.0,0.0,95,Approved
2024-08-02,2024-10-22,Student,China,Berlin,Peak,1.0,0.0,0.0,81,Approved
2024-11-20,2024-11-23,Tourist,India,Sydney,Off-Peak,0.0,1.0,1.0,3,Approved
2024-07-04,2024-10-27,Work,China,Mumbai,Peak,1.0,0.0,,115,Approved
2024-05-21,2024-07-26,Business,China,London,Peak,1.0,0.0,0.0,66,Approved
2024-08-06,2024-09-21,Student,Brazil,London,Peak,0.0,1.0,0.0,46,Approved
2024-04-16,2024-05-31,Business,India,London,Off-Peak,1.0,0.0,1.0,45,Approved
2024-07-27,2024-08-02,Tourist,UK,Paris,Peak,0.0,1.0,,6,Approved
2024-03-01,2024-04-14,Tourist,China,London,Peak,0.0,0.0,,44,Denied
2024-11-08,2024-12-01,Tourist,UK,Paris,Peak,1.0,1.0,1.0,23,Approved
2024-05-14,2024-06-13,Tourist,India,Mumbai,Peak,0.0,1.0,0.0,30,Denied
2024-01-18,2024-03-29,Work,India,Berlin,Peak,,1.0,1.0,71,Approved
2024-10-06,2024-10-30,Tourist,France,Delhi,Off-Peak,0.0,0.0,1.0,24,Denied
2024-08-01,2024-10-03,Tourist,Brazil,Sydney,Peak,1.0,0.0,0.0,63,Approved
2024-01-11,2024-02-01,Student,USA,Sydney,Off-Peak,0.0,1.0,1.0,21,Denied
2024-09-17,2024-10-16,Tourist,China,Paris,Off-Peak,1.0,1.0,0.0,29,Approved
2024-11-01,2024-12-25,Work,UK,Beijing,Off-Peak,0.0,1.0,1.0,54,Approved
2024-11-22,2024-12-21,Tourist,Australia,Mumbai,Peak,1.0,1.0,1.0,29,Approved
2024-07-18,2024-08-05,Student,Germany,London,Off-Peak,0.0,1.0,1.0,18,Approved
2024-11-06,2024-11-29,Tourist,Brazil,Sydney,Off-Peak,0.0,,1.0,23,Approved
2024-09-09,2024-12-13,Work,China,Beijing,Peak,1.0,1.0,0.0,95,Denied
2024-11-11,2024-11-27,Tourist,Brazil,Sydney,Off-Peak,0.0,1.0,0.0,16,Approved
2024-02-16,2024-05-23,Work,France,Delhi,Off-Peak,1.0,0.0,0.0,97,Denied
2024-06-27,2024-09-03,Work,India,Mumbai,Off-Peak,0.0,,0.0,68,Approved
2024-01-25,2024-02-10,Tourist,Australia,Mumbai,Peak,0.0,1.0,1.0,16,Approved
2024-08-07,2024-09-30,Student,France,Paris,Off-Peak,1.0,0.0,1.0,54,Approved
2024-06-26,2024-07-26,Business,USA,Mumbai,Off-Peak,1.0,1.0,1.0,30,Approved
2024-06-11,2024-08-01,Student,India,Sydney,Off-Peak,1.0,1.0,,51,Approved
2024-02-19,2024-05-15,Work,China,Berlin,Off-Peak,1.0,0.0,1.0,86,Approved
2024-02-02,2024-04-13,Business,Brazil,Berlin,Peak,1.0,0.0,0.0,71,Approved
2024-05-11,2024-06-07,Student,Germany,Delhi,Off-Peak,0.0,1.0,1.0,27,Denied
2024-06-08,2024-08-18,Student,USA,Delhi,Peak,0.0,0.0,0.0,71,Approved
2024-03-06,2024-05-21,Work,Germany,Beijing,Peak,1.0,1.0,1.0,76,Approved
2024-08-31,2024-10-25,Student,France,London,Peak,1.0,1.0,0.0,55,Denied
2024-02-06,2024-03-09,Tourist,USA,London,Off-Peak,0.0,0.0,0.0,32,Approved
2024-02-29,2024-03-23,Tourist,Brazil,Delhi,Off-Peak,,1.0,0.0,23,Approved
2024-07-29,2024-10-03,Student,USA,Delhi,Peak,1.0,1.0,0.0,66,Approved
2024-06-22,2024-07-13,Tourist,USA,Delhi,Off-Peak,1.0,1.0,1.0,21,Approved
2024-09-19,2024-11-12,Tourist,India,Sydney,Off-Peak,,0.0,,54,Approved
2024-11-14,2024-12-05,Tourist,India,Beijing,Off-Peak,,1.0,0.0,21,Approved
2024-09-01,2024-10-06,Student,Brazil,Berlin,Peak,0.0,1.0,1.0,35,Approved
2024-08-27,2024-09-20,Tourist,Australia,Delhi,Off-Peak,0.0,0.0,1.0,24,Approved
2024-05-26,2024-06-04,Business,UK,Paris,Off-Peak,0.0,1.0,,9,Denied
2024-08-30,2024-10-30,Tourist,Germany,Delhi,Peak,1.0,0.0,,61,Approved
2024-01-19,2024-03-16,Work,France,Berlin,Peak,0.0,1.0,1.0,57,Approved
2024-05-24,2024-07-28,Business,China,Delhi,Off-Peak,,0.0,0.0,65,Denied
2024-06-11,2024-08-09,Student,UK,Mumbai,Off-Peak,1.0,0.0,1.0,59,Approved
2024-07-11,2024-09-08,Student,Germany,Beijing,Off-Peak,1.0,0.0,1.0,59,Approved
2024-09-06,2024-10-29,Student,India,Beijing,Peak,1.0,1.0,1.0,53,Approved
2024-01-22,2024-03-10,Student,USA,Mumbai,Peak,0.0,1.0,0.0,48,Approved
2024-09-20,2024-11-12,Student,USA,Sydney,Peak,1.0,1.0,0.0,53,Approved
2024-10-11,2024-12-02,Tourist,Brazil,London,Off-Peak,1.0,0.0,0.0,52,Denied
2024-01-07,2024-03-06,Tourist,UK,Sydney,Peak,1.0,0.0,0.0,59,Approved
2024-09-04,2024-09-22,Student,Germany,Sydney,Off-Peak,0.0,1.0,1.0,18,Approved
2024-09-18,2024-10-17,Tourist,UK,Mumbai,Peak,1.0,1.0,,29,Denied
2024-11-08,2024-12-03,Tourist,Germany,Paris,Off-Peak,1.0,1.0,,25,Approved
2024-06-01,2024-09-04,Work,Germany,Delhi,Off-Peak,1.0,0.0,0.0,95,Approved
2024-01-14,2024-02-22,Tourist,UK,Mumbai,Off-Peak,0.0,,0.0,39,Approved
2024-05-10,2024-06-22,Student,France,Mumbai,Off-Peak,1.0,1.0,1.0,43,Approved
2024-05-17,2024-07-26,Work,Brazil,Delhi,Off-Peak,1.0,1.0,1.0,70,Denied
2024-06-07,2024-07-31,Tourist,France,Delhi,Peak,1.0,0.0,1.0,54,Denied
2024-04-30,2024-06-28,Student,Brazil,London,Off-Peak,0.0,0.0,0.0,59,Denied
2024-11-20,2025-01-07,Work,Brazil,Berlin,Off-Peak,0.0,1.0,1.0,48,Approved
2024-04-30,2024-06-27,Work,USA,Mumbai,Peak,0.0,1.0,1.0,58,Denied
2024-08-04,2024-08-23,Tourist,Australia,Delhi,Off-Peak,0.0,1.0,0.0,19,Approved
2024-06-05,2024-08-12,Work,UK,Berlin,Peak,0.0,1.0,0.0,68,Approved
2024-07-08,2024-08-04,Business,UK,Mumbai,Off-Peak,0.0,1.0,0.0,27,Approved
2024-02-20,2024-04-16,Student,France,Mumbai,Peak,0.0,0.0,1.0,56,Approved
2024-02-15,2024-05-23,Work,UK,London,Peak,,0.0,0.0,98,Denied
2024-09-06,2024-11-13,Business,China,Delhi,Off-Peak,1.0,0.0,0.0,68,Approved
2024-03-06,2024-03-22,Tourist,India,Berlin,Off-Peak,1.0,,1.0,16,Approved
2024-05-28,2024-07-12,Student,India,Mumbai,Off-Peak,1.0,1.0,1.0,45,Approved
2024-11-26,2024-12-16,Tourist,UK,Paris,Peak,0.0,1.0,0.0,20,Approved
2024-10-18,2024-12-06,Tourist,India,Paris,Off-Peak,1.0,0.0,0.0,49,Denied
2024-02-17,2024-03-25,Business,France,London,Peak,0.0,,1.0,37,Approved
2024-11-08,2024-12-15,Business,India,Berlin,Peak,0.0,,0.0,37,Approved
2024-04-04,2024-05-31,Student,USA,London,Off-Peak,1.0,0.0,1.0,57,Approved
2024-07-14,2024-08-25,Tourist,Australia,London,Peak,1.0,0.0,1.0,42,Denied
2024-02-25,2024-05-31,Work,UK,Delhi,Off-Peak,1.0,0.0,0.0,96,Denied
2024-09-09,2024-11-07,Student,Germany,Mumbai,Off-Peak,0.0,0.0,0.0,59,Denied
2024-08-07,2024-10-04,Student,Brazil,Paris,Off-Peak,,0.0,0.0,58,Approved
2024-08-25,2024-10-04,Student,USA,Sydney,Peak,,1.0,0.0,40,Approved
2024-05-06,2024-07-21,Student,France,Delhi,Off-Peak,1.0,0.0,0.0,76,Approved
2024-04-25,2024-06-13,Tourist,France,Sydney,Off-Peak,1.0,0.0,,49,Denied
2024-09-16,2024-10-08,Business,China,Sydney,Peak,0.0,1.0,1.0,22,Approved
2024-10-10,2024-11-18,Student,India,Paris,Off-Peak,1.0,1.0,1.0,39,Approved
2024-05-29,2024-06-29,Tourist,Germany,Beijing,Off-Peak,1.0,1.0,,31,Approved
2024-06-12,2024-08-24,Student,China,Mumbai,Peak,1.0,0.0,1.0,73,Denied
2024-10-21,2024-12-05,Tourist,Australia,Delhi,Peak,1.0,1.0,0.0,45,Approved
